coreid	scientificNameID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	namePublishedInID	acceptedNameUsageID	taxonomicStatus	originalNameUsageID	taxonRemarks	created	modified	references	kingdom	nomenclaturalCode	bibliographicCitation	rightsHolder	license	rights
wfo-0001031316		Solanum somalense	SPECIES	wfo-4000035688	Franch.	Solanaceae				Solanum 		somalense		sp.					accepted					http://solanaceaesource.org/solanaceae/solanum-somalense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031333		Solanum sousae	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		sousae		sp.		"""S.Knapp, PLoS ONE 5(5): e10502 [6]. 2010., 2010."""	sol-0001031333		accepted					http://solanaceaesource.org/solanaceae/solanum-sousae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031359		Solanum spirale	SPECIES	wfo-4000035688	Roxb.	Solanaceae				Solanum 		spirale		sp.		"""Roxb., Fl. Ind. 2: 247. 1824., 1824."""	sol-0001031359		accepted					http://solanaceaesource.org/solanaceae/solanum-spirale	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031362		Solanum spissifolium	SPECIES	wfo-4000035688	Sendtn.	Solanaceae				Solanum 		spissifolium		sp.		"""Sendtn. and Sendtn., Fl. Bras. (Martius) 10: 33. 1846., 1846."""	sol-0001031362		accepted					http://solanaceaesource.org/solanaceae/solanum-spissifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031400		Solanum stenophyllidium	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		stenophyllidium		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 12: 51. 1913., 1913."""	sol-0001031400		accepted					http://solanaceaesource.org/solanaceae/solanum-stenophyllidium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031401		Solanum stenophyllum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		stenophyllum		sp.		"""Dunal and Dunal, Solan. Syn. 15. 1816., 1816."""	sol-0001031401		accepted					http://solanaceaesource.org/solanaceae/solanum-stenophyllum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031480		Solanum stipitatostellatum	SPECIES	wfo-4000035688	Dammer	Solanaceae				Solanum 		stipitatostellatum		sp.		"""Dammer, Abh. K?nigl. Akad. Wiss. Berlin  1894: 63. 1894., 1894."""	sol-0001031480		accepted					http://solanaceaesource.org/solanaceae/solanum-stipitatostellatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031483		Solanum stipulatum	SPECIES	wfo-4000035688	Vell.	Solanaceae				Solanum 		stipulatum		sp.		"""Vell., Fl. Flumin. 87. 1829, 1829."""	sol-0001031483		accepted					http://solanaceaesource.org/solanaceae/solanum-stipulatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031492		Solanum storkii	SPECIES	wfo-4000035688	C.V.Morton & Standl.	Solanaceae				Solanum 		storkii		sp.		"""C. V. M. & Standl., Publ. Field Mus. Nat. Hist., Bot. Ser. 18: 1093. 1938., 1938."""	sol-0001031492		accepted					http://solanaceaesource.org/solanaceae/solanum-storkii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031503		Solanum stuckertii	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		stuckertii		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 12: 461. 1913., 1913."""	sol-0001031503		accepted					http://solanaceaesource.org/solanaceae/solanum-stuckertii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031586		Solanum sumacaspi	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		sumacaspi		sp.		"""S.Knapp, Ann. Missouri Bot. Gard. 92(2): 248. 2005., 2005."""	sol-0001031586		accepted					http://solanaceaesource.org/solanaceae/solanum-sumacaspi	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031587		Solanum superbum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		superbum		sp.		"""S.Knapp, Brittonia 44: 62. 1992., 1992."""	sol-0001031587		accepted					http://solanaceaesource.org/solanaceae/solanum-superbum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031589		Solanum supinum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		supinum		sp.		"""Dunal, D.  ex Dunal, and Dunal, Prodr. [A. P. de Candolle] 13(1): 289. 1852., 1852."""	sol-0001031589		accepted					http://solanaceaesource.org/solanaceae/solanum-supinum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031609		Solanum sycocarpum	SPECIES	wfo-4000035688	Mart. & Sendtn.	Solanaceae				Solanum 		sycocarpum		sp.		"""M. & Sendtn., Flora 24, 2 Beibl. 85. 1841., 1841."""	sol-0001031609		accepted					http://solanaceaesource.org/solanaceae/solanum-sycocarpum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031615		Solanum symmetricum	SPECIES	wfo-4000035688	Rusby	Solanaceae				Solanum 		symmetricum		sp.		"""Rusby and Rusby, Mem. Torrey Bot. Club 6: 89. 1896., 1986."""	sol-0001031615		accepted					http://solanaceaesource.org/solanaceae/solanum-symmetricum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031618		Solanum symonii	SPECIES	wfo-4000035688	H.Eichler	Solanaceae				Solanum 		symonii		sp.		"""H.Eichler, Taxon 12: 296. 1963., 1963."""	sol-0001031618		accepted					http://solanaceaesource.org/solanaceae/solanum-symonii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031646		Solanum taeniotrichum	SPECIES	wfo-4000035688	Correll	Solanaceae				Solanum 		taeniotrichum		sp.		"""Correll, Contr. Texas Res. Found., Bot. Stud. 1: 6. 1950., 1950."""	sol-0001031646		accepted					http://solanaceaesource.org/solanaceae/solanum-taeniotrichum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031651		Solanum taitense	SPECIES	wfo-4000035688	Vatke	Solanaceae				Solanum 		taitense		sp.		"""Vatke, Linnaea 43: 327. 1882., 1882."""	sol-0001031651		accepted					http://solanaceaesource.org/solanaceae/solanum-taitense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031656		Solanum tanysepalum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		tanysepalum		sp.		"""S.Knapp, Brittonia 38: 284. 1986., 1986."""	sol-0001031656		accepted					http://solanaceaesource.org/solanaceae/solanum-tanysepalum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031667		Solanum tarnii	SPECIES	wfo-4000035688	Hawkes & Hjert.	Solanaceae				Solanum 		tarnii		sp.		"""H. & Hjert., Phytologia 65: 114. 1988., 1988."""	sol-0001031667		accepted					http://solanaceaesource.org/solanaceae/solanum-tarnii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031672		Solanum tegore	SPECIES	wfo-4000035688	Aubl.	Solanaceae				Solanum 		tegore		sp.		"""Aubl., Hist. Pl. Guiane 1: 212. 1775., 1775."""	sol-0001031672		accepted					http://solanaceaesource.org/solanaceae/solanum-tegore	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031684		Solanum tenuiflagellatum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		tenuiflagellatum		sp.		"""S.Knapp, Brittonia 38: 286. 1986., 1986."""	sol-0001031684		accepted					http://solanaceaesource.org/solanaceae/solanum-tenuiflagellatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031695		Solanum tenuisetosum	SPECIES	wfo-4000035688	(Bitter) Bohs	Solanaceae				Solanum 		tenuisetosum		sp.		"""Bohs et al., Taxon 44: 586. 1995., 1995."""	sol-0001031695		accepted					http://solanaceaesource.org/solanaceae/solanum-tenuisetosum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031698		Solanum tepuiense	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		tepuiense		sp.		"""S.Knapp, Novon 1: 125. 1991., 1991."""	sol-0001031698		accepted					http://solanaceaesource.org/solanaceae/solanum-tepuiense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031707		Solanum ternatum	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		ternatum		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 38, tab. 172, fig. a. 1799., 1799."""	sol-0001031707		accepted					http://solanaceaesource.org/solanaceae/solanum-ternatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031723		Solanum tettense	SPECIES	wfo-4000035688	Klotzsch	Solanaceae				Solanum 		tettense		sp.		"""Klotzsch, Naturw. Reise Mossambique (Peters) 1: 237. 1861., 1861."""	sol-0001031723		accepted					http://solanaceaesource.org/solanaceae/solanum-tettense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031729		Solanum thelopodium	SPECIES	wfo-4000035688	Sendtn.	Solanaceae				Solanum 		thelopodium		sp.		"""Sendtn. and Sendtn., Fl. Bras. (Martius) 10: 46. 1846., 1846."""	sol-0001031729		accepted					http://solanaceaesource.org/solanaceae/solanum-thelopodium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031738		Solanum thomsonii	SPECIES	wfo-4000035688	C.H.Wright	Solanaceae				Solanum 		thomsonii		sp.		"""C.H.Wright, in Dyer, Fl. Trop. Afr. 4, 2: 217. 1906., 1906."""	sol-0001031738		accepted					http://solanaceaesource.org/solanaceae/solanum-thomsonii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031752		Solanum tobagense	SPECIES	wfo-4000035688	(Sandwith) Bohs	Solanaceae				Solanum 		tobagense		sp.		"""Bohs et al., Taxon 44: 586. 1995., 1995."""	sol-0001031752		accepted					http://solanaceaesource.org/solanaceae/solanum-tobagense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031756		Solanum toliaraea	SPECIES	wfo-4000035688	D'Arcy & Rakot.	Solanaceae				Solanum 		toliaraea		sp.		"""D. A. & Rakot., Ann. Missouri Bot. Gard. 76: 351. 1989., 1989."""	sol-0001031756		accepted					http://solanaceaesource.org/solanaceae/solanum-toliaraea	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031786		Solanum torreanum	SPECIES	wfo-4000035688	A.E.Gon?.	Solanaceae				Solanum 		torreanum		sp.		"""A.E.Gon?., Kew Bull., 52(3): 706. 1997., 1997."""	sol-0001031786		accepted					http://solanaceaesource.org/solanaceae/solanum-torreanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031793		Solanum torvoideum	SPECIES	wfo-4000035688	Merr. & L.M.Perry	Solanaceae				Solanum 		torvoideum		sp.		"""M. & L.M.Perry and M. & L.M.Perry, J. Arnold Arb. 30: 47. 1949., 1949."""	sol-0001031793		accepted					http://solanaceaesource.org/solanaceae/solanum-torvoideum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031829		Solanum tovarii	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		tovarii		sp.		"""S.Knapp, Novon, 2: 348. 1992., 1992."""	sol-0001031829		accepted					http://solanaceaesource.org/solanaceae/solanum-tovarii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031832		Solanum trachycyphum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		trachycyphum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 16: 81. 1919., 1919."""	sol-0001031832		accepted					http://solanaceaesource.org/solanaceae/solanum-trachycyphum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031834		Solanum trachytrichium	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		trachytrichium		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 16: 10. 1919., 1919."""	sol-0001031834		accepted					http://solanaceaesource.org/solanaceae/solanum-trachytrichium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031842		Solanum trichoneuron	SPECIES	wfo-4000035688	Lillo	Solanaceae				Solanum 		trichoneuron		sp.		"""Lillo, Contr. Conoc. Arb. Argent. 99. 1910., 1910."""	sol-0001031842		accepted					http://solanaceaesource.org/solanaceae/solanum-trichoneuron	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031843		Solanum trichopetiolatum	SPECIES	wfo-4000035688	D'Arcy & Rakot.	Solanaceae				Solanum 		trichopetiolatum		sp.		"""D. A. & Rakot., Fl. Madag., Fam. 176: 130. 1994., 1994."""	sol-0001031843		accepted					http://solanaceaesource.org/solanaceae/solanum-trichopetiolatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031852		Solanum trifidum	SPECIES	wfo-4000035688	Correll	Solanaceae				Solanum 		trifidum		sp.		"""Correll, Contr. Texas Res. Found., Bot. Stud.1: 12. 1950., 1850."""	sol-0001031852		accepted					http://solanaceaesource.org/solanaceae/solanum-trifidum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031864		Solanum trifolium	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		trifolium		sp.		"""Dunal, Prodr. [A. P. de Candolle] 13(1): 68. 1852., 1852."""	sol-0001031864		accepted					http://solanaceaesource.org/solanaceae/solanum-trifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031871		Solanum trinitense	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		trinitense		sp.		"""Ochoa, Anales Ci., Univ. Nac. Agrar., Lima 2(3): 245. 1964., 1964."""	sol-0001031871		accepted					http://solanaceaesource.org/solanaceae/solanum-trinitense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031876		Solanum triplinervium	SPECIES	wfo-4000035688	C.V.Morton	Solanaceae				Solanum 		triplinervium		sp.		"""C.V.Morton, Contr. U.S. Natl. Herb.9: 47. 1944., 1944."""	sol-0001031876		accepted					http://solanaceaesource.org/solanaceae/solanum-triplinervium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031877		Solanum triquetrum	SPECIES	wfo-4000035688	Cav.	Solanaceae				Solanum 		triquetrum		sp.		"""Cav., Icon. Pl. 3: 30, tab. 259. 1795., 1795."""	sol-0001031877		accepted					http://solanaceaesource.org/solanaceae/solanum-triquetrum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031880		Solanum trisectum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		trisectum		sp.		"""Dunal and Dunal, Prodr. [A. P. de Candolle] 13(1): 36. 1852., 1852."""	sol-0001031880		accepted					http://solanaceaesource.org/solanaceae/solanum-trisectum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031881		Solanum triste	SPECIES	wfo-4000035688	Jacq.	Solanaceae				Solanum 		triste		sp.		"""Jacq., Jacq., Jacq., Jacq., and Jacq., Enum. Syst. Pl. 15. 1760., 1760."""	sol-0001031881		accepted					http://solanaceaesource.org/solanaceae/solanum-triste	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031886		Solanum trizygum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		trizygum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 470. 1912., 1912."""	sol-0001031886		accepted					http://solanaceaesource.org/solanaceae/solanum-trizygum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
