coreid	scientificNameID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	namePublishedInID	acceptedNameUsageID	taxonomicStatus	originalNameUsageID	taxonRemarks	created	modified	references	kingdom	nomenclaturalCode	bibliographicCitation	rightsHolder	license	rights
wfo-0001029084		Solanum limbaniense	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		limbaniense		sp.		"""Ochoa, Bol. Soc. Peruana Bot. 7(1-2): 15. 1974., 1974."""	sol-0001029084		accepted					http://solanaceaesource.org/solanaceae/solanum-limbaniense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029088		Solanum limoncochaense	SPECIES	wfo-4000035688	Tepe	Solanaceae				Solanum 		limoncochaense		sp.		"""Tepe, J. Bot. Res. Inst. Texas 3: 516. 2009., 2009."""	sol-0001029088		accepted					http://solanaceaesource.org/solanaceae/solanum-limoncochaense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029089		Solanum lindenii	SPECIES	wfo-4000035688	Rusby	Solanaceae				Solanum 		lindenii		sp.		"""Rusby, Mem. Torrey Bot. Club 6: 88. 1896 [1895?]., 1986."""	sol-0001029089		accepted					http://solanaceaesource.org/solanaceae/solanum-lindenii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029091		Solanum linearifolium	SPECIES	wfo-4000035688	Geras. ex Symon	Solanaceae				Solanum 		linearifolium		sp.		"""G.  ex Symon, J. Adelaide Bot. Gard 4: 81. 1981., 1981."""	sol-0001029091		accepted					http://solanaceaesource.org/solanaceae/solanum-linearifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029101		Solanum linnaeanum	SPECIES	wfo-4000035688	Hepper & P.-M.L. Jaeger	Solanaceae				Solanum 		linnaeanum		sp.		"""H. & P. - M. L.  Jaeger, Kew Bull. 41: 435. 1986., 1986."""	sol-0001029101		accepted					http://solanaceaesource.org/solanaceae/solanum-linnaeanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029106		Solanum litoraneum	SPECIES	wfo-4000035688	A.E.Gon?.	Solanaceae				Solanum 		litoraneum		sp.		"""A.E.Gon?., Kew Bull., 52(3): 703. 1997., 1997."""	sol-0001029106		accepted					http://solanaceaesource.org/solanaceae/solanum-litoraneum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029112		Solanum lobbianum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		lobbianum		sp.		"""Bitter and Bitter, Repert. Spec. Nov. Regni Veg. 12: 446. 1913., 1913."""	sol-0001029112		accepted					http://solanaceaesource.org/solanaceae/solanum-lobbianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029120		Solanum longevirgatum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		longevirgatum		sp.		"""Bitter and Bitter, Repert. Spec. Nov. Regni Veg. 18: 67. 1922., 1922."""	sol-0001029120		accepted					http://solanaceaesource.org/solanaceae/solanum-longevirgatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029121		Solanum longiconicum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		longiconicum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 10: 534. 1912., 1912."""	sol-0001029121		accepted					http://solanaceaesource.org/solanaceae/solanum-longiconicum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029125		Solanum longifilamentum	SPECIES	wfo-4000035688	S?rkinen & P.Gonz?les	Solanaceae				Solanum 		longifilamentum		sp.		"""PhytoKeys 44: 42. 2015., 2015."""	sol-0001029125		accepted					http://solanaceaesource.org/solanaceae/solanum-longifilamentum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029150		Solanum loxophyllum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		loxophyllum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 14. 1912., 1912."""	sol-0001029150		accepted					http://solanaceaesource.org/solanaceae/solanum-loxophyllum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029152		Solanum lucens	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		lucens		sp.		"""S.Knapp, Brittonia 38: 280. 1986., 1986."""	sol-0001029152		accepted					http://solanaceaesource.org/solanaceae/solanum-lucens	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029156		Solanum luculentum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		luculentum		sp.		"""S.Knapp, PLoS ONE 5(5): e10502 [3]. 2010., 2010."""	sol-0001029156		accepted					http://solanaceaesource.org/solanaceae/solanum-luculentum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029163		Solanum luridifuscescens	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		luridifuscescens		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 12: 466. 1913., 1913."""	sol-0001029163		accepted					http://solanaceaesource.org/solanaceae/solanum-luridifuscescens	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029171		Solanum luteoalbum	SPECIES	wfo-4000035688	Pers.	Solanaceae				Solanum 		luteoalbum		sp.		"""Pers. and (V. ) Pers., Syn. 1: 221. 1805., 1805."""	sol-0001029171		accepted					http://solanaceaesource.org/solanaceae/solanum-luteoalbum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029215		Solanum lycopersicoides	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		lycopersicoides		sp.		"""Dunal, Prodr. [A. P. de Candolle] 13(1): 38. 1852., 1852."""	sol-0001029215		accepted					http://solanaceaesource.org/solanaceae/solanum-lycopersicoides	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029216		Solanum lycopersicum	SPECIES	wfo-4000035688	L.	Solanaceae				Solanum 		lycopersicum		sp.		"""L., L., L., L., and L., Sp. Pl. 185. 1753., 1753."""	sol-0001029216		accepted					http://solanaceaesource.org/solanaceae/solanum-lycopersicum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029226		Solanum lyratum	SPECIES	wfo-4000035688	Thunb.	Solanaceae				Solanum 		lyratum		sp.		"""Thunb., Fl. Jap. 92. 1784., 1784."""	sol-0001029226		accepted					http://solanaceaesource.org/solanaceae/solanum-lyratum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029236		Solanum macbridei	SPECIES	wfo-4000035688	Hunz. & Lallana	Solanaceae				Solanum 		macbridei		sp.		"""H. & Lallana, Lorentzia 4: 17. 1981., 1981."""	sol-0001029236		accepted					http://solanaceaesource.org/solanaceae/solanum-macbridei	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029246		Solanum macracanthum	SPECIES	wfo-4000035688	A.Rich.	Solanaceae				Solanum 		macracanthum		sp.		"""A.Rich. and A.Rich., Tent. Fl. Abyss. 2: 106. 1850., 1850."""	sol-0001029246		accepted					http://solanaceaesource.org/solanaceae/solanum-macracanthum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029286		Solanum macrothyrsum	SPECIES	wfo-4000035688	Dammer	Solanaceae				Solanum 		macrothyrsum		sp.		"""Dammer, Bot. Jahrb. Syst. 38: 185. 1906., 1906."""	sol-0001029286		accepted					http://solanaceaesource.org/solanaceae/solanum-macrothyrsum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029310		Solanum mahoriense	SPECIES	wfo-4000035688	D'Arcy & Rakot.	Solanaceae				Solanum 		mahoriense		sp.		"""D. A. & Rakot., Ann. Missouri Bot. Gard. 73: 498. 1986., 1986."""	sol-0001029310		accepted					http://solanaceaesource.org/solanaceae/solanum-mahoriense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029317		Solanum malacothrix	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		malacothrix		sp.		"""S.Knapp, Brittonia 38: 89. 1986., 1986."""	sol-0001029317		accepted					http://solanaceaesource.org/solanaceae/solanum-malacothrix	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029332		Solanum malindiense	SPECIES	wfo-4000035688	Voronts.	Solanaceae				Solanum 		malindiense		sp.		"""Voronts., Syst. Bot. 35: 904. 2010, 2010."""	sol-0001029332		accepted					http://solanaceaesource.org/solanaceae/solanum-malindiense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029333		Solanum malletii	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		malletii		sp.		"""S.Knapp, Novon 2: 344. 1992., 1992."""	sol-0001029333		accepted					http://solanaceaesource.org/solanaceae/solanum-malletii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029334		Solanum malmeanum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		malmeanum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 12: 447. 1913., 1913."""	sol-0001029334		accepted					http://solanaceaesource.org/solanaceae/solanum-malmeanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029344		Solanum manabiense	SPECIES	wfo-4000035688	S.Stern	Solanaceae				Solanum 		manabiense		sp.		"""S.Stern, J. Bot. Res. Inst. Texas 3: 504. 2009., 2009."""	sol-0001029344		accepted					http://solanaceaesource.org/solanaceae/solanum-manabiense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029363		Solanum mapiricum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		mapiricum		sp.		"""S.Knapp, Brittonia 38: 299. 1986., 1986."""	sol-0001029363		accepted					http://solanaceaesource.org/solanaceae/solanum-mapiricum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029364		Solanum mapiriense	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		mapiriense		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 16. 1912., 1912."""	sol-0001029364		accepted					http://solanaceaesource.org/solanaceae/solanum-mapiriense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029368		Solanum marantifolium	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		marantifolium		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 13. 1912., 1912."""	sol-0001029368		accepted					http://solanaceaesource.org/solanaceae/solanum-marantifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029370		Solanum marginatum	SPECIES	wfo-4000035688	L.f.	Solanaceae				Solanum 		marginatum		sp.		"""L.f., (T. ) ex L.f., and L.f., Suppl. 147. 1781., 1781."""	sol-0001029370		accepted					http://solanaceaesource.org/solanaceae/solanum-marginatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029373		Solanum mariae	SPECIES	wfo-4000035688	S?rkinen & S.Knapp	Solanaceae				Solanum 		mariae		sp.		"""PhytoKeys 44: 58. 2015., 2015."""	sol-0001029373		accepted					http://solanaceaesource.org/solanaceae/solanum-mariae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029402		Solanum matadori	SPECIES	wfo-4000035688	Smith & Downs	Solanaceae				Solanum 		matadori		sp.		"""L. B. S. & Downs, S. & Downs, and L. B. S. & Downs, Phytologia 10: 432. 1964., 1964."""	sol-0001029402		accepted					http://solanaceaesource.org/solanaceae/solanum-matadori	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029404		Solanum maternum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		maternum		sp.		"""Bohs, Novon 7: 341. 1997., 1997."""	sol-0001029404		accepted					http://solanaceaesource.org/solanaceae/solanum-maternum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029406		Solanum maturecalvans	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		maturecalvans		sp.		"""Bitter, Bot. Jahrb. Syst. 50, Beibl. 111: 64. 1913., 1913."""	sol-0001029406		accepted					http://solanaceaesource.org/solanaceae/solanum-maturecalvans	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029407		Solanum mauense	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		mauense		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg., Beih. 16: 42. 1923., 1923."""	sol-0001029407		accepted					http://solanaceaesource.org/solanaceae/solanum-mauense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029408		Solanum mauritianum	SPECIES	wfo-4000035688	Scop.	Solanaceae				Solanum 		mauritianum		sp.		"""Scop., Delic. Fl. Faun. Insubr. 3: 16. 1788., 1788."""	sol-0001029408		accepted					http://solanaceaesource.org/solanaceae/solanum-mauritianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029417		Solanum medians	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		medians		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 366. 1912., 1912."""	sol-0001029417		accepted					http://solanaceaesource.org/solanaceae/solanum-medians	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029461		Solanum melastomoides	SPECIES	wfo-4000035688	C.H.Wright	Solanaceae				Solanum 		melastomoides		sp.		"""C.H.Wright, C.H.Wright, C.H.Wright, C.H.Wright, and C.H.Wright, Kew Bull. 1894: 128. 1894., 1894."""	sol-0001029461		accepted					http://solanaceaesource.org/solanaceae/solanum-melastomoides	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029462		Solanum melissarum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		melissarum		sp.		"""(S. ) Bohs et al., Taxon 44: 584. 1995., 1995."""	sol-0001029462		accepted					http://solanaceaesource.org/solanaceae/solanum-melissarum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029464		Solanum melongena	SPECIES	wfo-4000035688	L.	Solanaceae				Solanum 		melongena		sp.		"""L. et al., Sp. Pl. 186. 1753., 1753."""	sol-0001029464		accepted					http://solanaceaesource.org/solanaceae/solanum-melongena	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029546		Solanum microdontum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		microdontum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 10: 535. 1912., 1912."""	sol-0001029546		accepted					http://solanaceaesource.org/solanaceae/solanum-microdontum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029552		Solanum microleprodes	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		microleprodes		sp.		"""Bitter and Bitter, Repert. Spec. Nov. Regni Veg. 13: 96. 1914., 1914."""	sol-0001029552		accepted					http://solanaceaesource.org/solanaceae/solanum-microleprodes	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029584		Solanum minutifoliolum	SPECIES	wfo-4000035688	Correll	Solanaceae				Solanum 		minutifoliolum		sp.		"""(W. ) Correll and Correll, Wrightia 2: 191. 1961., 1961."""	sol-0001029584		accepted					http://solanaceaesource.org/solanaceae/solanum-minutifoliolum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029593		Solanum mite	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		mite		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 38, tab. 173, fig. a. 1799., 1799."""	sol-0001029593		accepted					http://solanaceaesource.org/solanaceae/solanum-mite	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029601		Solanum mochiquense	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		mochiquense		sp.		"""Ochoa and Ochoa, Agronom?a (Lima) 26: 111. 1959., 1959."""	sol-0001029601		accepted					http://solanaceaesource.org/solanaceae/solanum-mochiquense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029621		Solanum monadelphum	SPECIES	wfo-4000035688	Van Heurck & M?ll.Arg.	Solanaceae				Solanum 		monadelphum		sp.		"""V. H. & M?ll.Arg., Observ. Bot.  42. 1870., 1870."""	sol-0001029621		accepted					http://solanaceaesource.org/solanaceae/solanum-monadelphum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029622		Solanum monanthemon	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		monanthemon		sp.		"""S.Knapp, Brittonia 58: 332. 2006., 2006."""	sol-0001029622		accepted					http://solanaceaesource.org/solanaceae/solanum-monanthemon	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029625		Solanum monarchostemon	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		monarchostemon		sp.		"""S.Knapp, Bull. Nat. Hist. Mus., London, Botany 30:23. 2000., 2000."""	sol-0001029625		accepted					http://solanaceaesource.org/solanaceae/solanum-monarchostemon	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029645		Solanum morellifolium	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		morellifolium		sp.		"""Bohs, Ann. Missouri Bot. Gard. 77: 404. 1990., 1990."""	sol-0001029645		accepted					http://solanaceaesource.org/solanaceae/solanum-morellifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029646		Solanum morelliforme	SPECIES	wfo-4000035688	Bitter & M?nch	Solanaceae				Solanum 		morelliforme		sp.		"""B. & M?nch, Repert. Spec. Nov. Regni Veg. 12: 154. 1913., 1913."""	sol-0001029646		accepted					http://solanaceaesource.org/solanaceae/solanum-morelliforme	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029652		Solanum morii	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		morii		sp.		"""S.Knapp, Brittonia 44: 61. 1992., 1992."""	sol-0001029652		accepted					http://solanaceaesource.org/solanaceae/solanum-morii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029673		Solanum muenscheri	SPECIES	wfo-4000035688	Standl. & Steyerm.	Solanaceae				Solanum 		muenscheri		sp.		"""S. & Steyerm., Publ. Field Mus. Nat. Hist., Bot. Ser. 22: 275. 1940., 1940."""	sol-0001029673		accepted					http://solanaceaesource.org/solanaceae/solanum-muenscheri	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029680		Solanum multifidum	SPECIES	wfo-4000035688	Lam.	Solanaceae				Solanum 		multifidum		sp.		"""Lam. and Lam., Tabl. Encycl. 2: 17. 1794., 1794."""	sol-0001029680		accepted					http://solanaceaesource.org/solanaceae/solanum-multifidum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029704		Solanum multivenosum	SPECIES	wfo-4000035688	Symon	Solanaceae				Solanum 		multivenosum		sp.		"""Symon, J. Adelaide Bot. Gard. 8: 73, figs. 27, 28. 1985., 1985."""	sol-0001029704		accepted					http://solanaceaesource.org/solanaceae/solanum-multivenosum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
